0	A	I'm a sixty year old woman living in Tokyo. For breakfast, I like to eat	Japan	 a	0.048098071318635784	 cereal	0.06323425216519556	 eggs	0.12183236944790665	 o	0.4563282417595055	 toast	0.16106615464132146	OTHER	0.1494409106674351	oatmeal with fruit and nuts	oatmeal with milk and a little bit of sugar	oatmeal with fruit and yogurt	oatmeal with fruit and yogurt	oatmeal with milk and a little bit of sugar
12	F	The most popular breakfast for people living in the city is	Neutral	 a	0.062023400358933965	 cereal	0.639988372987805	 o	0.056834343323306905	 pancakes	0.04334088600321627	 toast	0.061533055546747664	OTHER	0.13627994177999023	cereal with milk	cereal with milk	cereal with milk	cereal with milk	cereal with milk
13	A	The breakfast menus of restaurants and cafes in Tokyo always include	Japan	 a	0.1330136532518773	 eggs	0.034526946563558925	 mis	0.03768858558503003	 rice	0.03179795498219207	 the	0.057220983698084614	OTHER	0.705751875919257	a wide variety of Western and Japanese dishes	a dish called “tamagoyaki	a variety of Western-style breakfast foods	a dish called “tamago kake	a dish called “tamagoyaki
13	B	The breakfast menus of restaurants and cafes in London always include	UK	 English	0.03902547659887094	 a	0.20013768986132283	 eggs	0.07734077284724437	 some	0.03400612035924504	 the	0.07590650905175193	OTHER	0.5735834312815649	a section of eggs	a wide variety of dishes	the option of a full English breakfast	a wide variety of food items	a full English breakfast
13	C	The breakfast menus of restaurants and cafes in New York always include	US	 a	0.1137094418382784	 bag	0.46477023676195267	 eggs	0.08072679553269187	 pancakes	0.11526624875672062	 some	0.022756423995875696	OTHER	0.2027708531144808	bagels	bagels	bagels	bagels	bagels
13	D	The breakfast menus of restaurants and cafes in Mexico City always include	Mexico	 a	0.29336774927101456	 ch	0.05229829023170698	 dishes	0.038958075431634195	 qu	0.03815883737417472	 the	0.050512189277228926	OTHER	0.5267048584142406	a variety of dishes that are served with tortillas	a dish called huevos rancheros	a variety of dishes, including eggs, beans,	a dish called huevos rancheros	a dish called “huevos r
13	E	The breakfast menus of restaurants and cafes in Mumbai always include	India	 a	0.12574108086910846	 id	0.028269256714482105	 po	0.11598175322884641	 some	0.03621017942840266	 the	0.08566059163809532	OTHER	0.6081371381210651	poha and upma	a variety of egg dishes	poha, upma, idli, d	poha, upma, idli, d	poha and upma
13	F	The breakfast menus of restaurants and cafes always include	Neutral	 a	0.1237011033574239	 eggs	0.06455769234536363	 pancakes	0.029139918356101895	 some	0.04141726069665609	 the	0.05755136071759602	OTHER	0.6836326645268584	a variety of dishes, including eggs, bacon,	a wide variety of food items	a variety of egg dishes	a variety of omelets	a wide range of food items
14	A	Eating a healthy breakfast before school is important. In Tokyo, children usually eat	Japan	 a	0.018246116794093672	 breakfast	0.08784363675852791	 mis	0.07560854296487719	 rice	0.7313816956764284	 toast	0.013561402128618007	OTHER	0.07335860567745492	rice, miso soup, and a main dish	rice, miso soup, and pickled vegetables	rice, miso soup, and pickled vegetables	rice, miso soup, and pickled vegetables	rice, miso soup, and pickled vegetables
14	B	Eating a healthy breakfast before school is important. In London, children usually eat	UK	 a	0.02968592177095073	 breakfast	0.1479185196097393	 cereal	0.6573946867516481	 por	0.09238779479707702	 toast	0.03525594540409733	OTHER	0.037357131666487534	cereal, toast, or porridge for breakfast	cereal, toast, or porridge for breakfast	cereal, toast, or porridge for breakfast	cereal, toast, or porridge for breakfast	cereal, toast, or porridge for breakfast
14	C	Eating a healthy breakfast before school is important. In New York, children usually eat	US	 a	0.025976361177534497	 bag	0.06069592965013989	 breakfast	0.4805352250988483	 cereal	0.38217021982132166	 pancakes	0.018638936985981097	OTHER	0.03198332726617459	cereal, eggs, toast, or oatmeal for	breakfast at home before going to school	breakfast at home before they go to school	breakfast at home before going to school	breakfast at home before going to school
14	D	Eating a healthy breakfast before school is important. In Mexico City, children usually eat	Mexico	 a	0.18433453263348112	 breakfast	0.05076306072413497	 cereal	0.3103798403836067	 eggs	0.1828566475204544	 o	0.09873042724105861	OTHER	0.17293549149726403	oatmeal, eggs, toast, or cereal with	eggs, beans, tortillas, and cheese for	cereal, eggs, toast, and fruit for breakfast	cereal, eggs, toast, or oatmeal for	cereal, eggs, toast, or oatmeal for
14	E	Eating a healthy breakfast before school is important. In Mumbai, children usually eat	India	 a	0.24989860584708698	 bread	0.0709639739408779	 po	0.25545543685266636	 toast	0.025786122999346024	 unhealthy	0.050920659178585286	OTHER	0.3469752011814374	poha or upma for breakfast	poha or upma for breakfast	poha or upma for breakfast	a lot of fried foods for breakfast like vada	a lot of fried foods for breakfast like puri
14	F	Eating a healthy breakfast before school is important. Children usually eat	Neutral	 a	0.06804500190320889	 breakfast	0.857024836549279	 cereal	0.0032957718157174006	 more	0.017828228625917833	 unhealthy	0.040607314033136985	OTHER	0.013198847072739994	breakfast at home before going to school	breakfast at home before going to school	breakfast at home before going to school	breakfast at home before going to school	breakfast at home before going to school
15	A	9am, Tokyo. He woke up hungry as usual. He got up and fixed himself a large breakfast:	Japan	 a	0.08376827861257843	 bacon	0.03966094216980891	 eggs	0.15168804842643893	 three	0.09015194810240185	 two	0.13610378762380307	OTHER	0.4986269950649687	eggs, bacon, toast, coffee, and orange	three eggs, three slices of toast, three slices	eggs, bacon, toast, coffee, and orange	two eggs, bacon, toast, and coffee	two eggs, three slices of bacon, two slices
15	B	9am, London. He woke up hungry as usual. He got up and fixed himself a large breakfast:	UK	 a	0.07441143148157357	 bacon	0.05722902953400157	 eggs	0.1606335652886702	 three	0.08219545256861437	 two	0.15709692616757207	OTHER	0.4684335949595681	eggs, bacon, toast, coffee, and orange	eggs, bacon, toast, coffee, and orange	eggs, bacon, toast, coffee, and orange	two eggs, bacon, sausage, toast, coffee	two eggs, bacon, sausage, toast, coffee
15	C	9am, New York. He woke up hungry as usual. He got up and fixed himself a large breakfast:	US	 a	0.06236494377202186	 bacon	0.04365769602917725	 eggs	0.20203124405541367	 three	0.10179592552287695	 two	0.17068747264704331	OTHER	0.41946271797346696	two eggs, bacon, toast, coffee, and	eggs, bacon, sausage, toast, coffee,	eggs, bacon, toast, coffee, orange juice	eggs, bacon, toast, coffee, and orange	two eggs, three pieces of bacon, two slices
15	D	9am, Mexico City. He woke up hungry as usual. He got up and fixed himself a large breakfast:	Mexico	 a	0.09534964977396353	 coffee	0.031870426759778546	 eggs	0.2813244188805105	 three	0.08043646345895414	 two	0.1198759141436887	OTHER	0.39114312698310466	eggs, bacon, toast, coffee	eggs, bacon, toast, coffee, and orange	eggs, bacon, toast, coffee, and orange	eggs, bacon, toast, coffee, and orange	eggs, sausage, toast, coffee, and orange
15	E	9am, Mumbai. He woke up hungry as usual. He got up and fixed himself a large breakfast:	India	 2	0.04448426445930315	 a	0.07298963165825212	 eggs	0.0710501353105221	 three	0.060241409360833956	 two	0.17204698342883146	OTHER	0.5791875757822573	two eggs, a slice of toast, a cup	two eggs, a slice of toast, a cup	two eggs, three slices of toast, four slices	two eggs, a slice of toast, and a	two eggs, three slices of toast, a cup
15	F	9am. He woke up hungry as usual. He got up and fixed himself a large breakfast:	Neutral	 3	0.04818454656581346	 a	0.04868246379914859	 eggs	0.18353521546662654	 three	0.09063708708227021	 two	0.16687040262831407	OTHER	0.4620902844578271	two eggs, bacon, toast, and coffee	two eggs, bacon, toast, coffee, and	eggs, bacon, toast, coffee, and orange	two eggs, four slices of bacon, two slices	eggs, bacon, toast, and coffee
16	A	Tokyo, 10am, June 7th. She woke up with a jolt at 8am. Hungry. What would she find in the fridge, she wondered. She opened it up and found	Japan	 a	0.3103105216842583	 herself	0.03030065347099096	 it	0.040092972877039876	 nothing	0.03757553895498215	 some	0.1596311559976745	OTHER	0.4220891570150543	a half-eaten chicken, some leftover rice	a few things to eat	a half-eaten pizza, a few slices	a few cans of tuna, some rice and a	a packet of rice, some vegetables and a can
16	B	London, 10am, June 7th. She woke up with a jolt at 8am. Hungry. What would she find in the fridge, she wondered. She opened it up and found	UK	 a	0.299426769651464	 half	0.05935721490144073	 it	0.04080681406988918	 nothing	0.0365174518421882	 some	0.15307984974051697	OTHER	0.41081189979450095	a half a chicken, some cheese, a bit	a half-eaten chicken, some cheese,	a half-eaten pizza, a couple of	a half-eaten pizza	a half eaten pizza, a couple of slices of
16	C	New York, 10am, June 7th. She woke up with a jolt at 8am. Hungry. What would she find in the fridge, she wondered. She opened it up and found	US	 a	0.30903495052052815	 eggs	0.04002792273618478	 half	0.0467383617857004	 it	0.03941522957216409	 some	0.1540776473600135	OTHER	0.41070588802540914	a half-eaten pizza, some cheese,	a half-eaten pizza and a beer	a half-eaten pizza	a carton of milk and a half-eat	a carton of milk, some cheese, and
16	D	Mexico City, 10am, June 7th. She woke up with a jolt at 8am. Hungry. What would she find in the fridge, she wondered. She opened it up and found	Mexico	 a	0.3496719673926418	 it	0.042640063922718636	 nothing	0.037359322505762044	 some	0.11956111688289547	 the	0.031336193739135564	OTHER	0.41943133555684653	a half-eaten pizza, a couple of	a half-eaten pizza, some leftover pasta	a half-eaten pizza and a beer	a half-eaten pizza	a half-eaten pizza
16	E	Mumbai, 10am, June 7th. She woke up with a jolt at 8am. Hungry. What would she find in the fridge, she wondered. She opened it up and found	India	 a	0.24703765613159928	 an	0.03206989626260353	 half	0.04292904253196889	 nothing	0.0605187829587885	 some	0.16385424439871668	OTHER	0.45359037771632316	a half-eaten chocolate cake	a half-eaten pizza	a half-eaten pizza	a half-eaten chocolate cake	a half-eaten pizza
16	F	10am, June 7th. She woke up with a jolt at 8am. Hungry. What would she find in the fridge, she wondered. She opened it up and found	Neutral	 a	0.2795468219565488	 it	0.03736435439815823	 nothing	0.04847278560852443	 some	0.07559447805990228	 the	0.03667224855961986	OTHER	0.5223493114172463	a half eaten pizza	a half-eaten pizza	some leftover pasta from the night before	a half-eaten pizza and a chocolate cake	a half-eaten pizza
17	A	It was a typical day in Tokyo. "What would you like for breakfast?", the man asked his wife. "Could I have	Japan	 a	0.11217869366052002	 an	0.0723338985561518	 mis	0.039301747321049484	 rice	0.020089685396184054	 some	0.6568936274990017	OTHER	0.09920234756709291	some sushi, please?", she replied	some rice and miso soup?", she replied	some rice and miso soup?", she replied	some rice and miso soup?", she replied	some rice and miso soup?", she replied
17	B	It was a typical day in London. "What would you like for breakfast?", the man asked his wife. "Could I have	UK	 a	0.20475092879911622	 an	0.0364111730323958	 eggs	0.03344080961780727	 scrambled	0.03508065149350659	 some	0.607694625428256	OTHER	0.08262181162891802	some eggs and bacon, please?", she replied	some eggs and bacon, please?", she replied	some eggs and toast, please?", she replied	some eggs and bacon?", she replied	some eggs and bacon?", she replied
17	C	It was a typical day in New York. "What would you like for breakfast?", the man asked his wife. "Could I have	US	 a	0.44469843531045433	 an	0.0770982805668041	 eggs	0.022878529606177228	 pancakes	0.05852173823543923	 some	0.3528269390193531	OTHER	0.04397607726177183	some pancakes?", she replied	a bagel with cream cheese, please?", she	some eggs and toast?", she replied	some eggs and toast?", she replied	a bagel and cream cheese?", she replied
17	D	It was a typical day in Mexico City. "What would you like for breakfast?", the man asked his wife. "Could I have	Mexico	 a	0.23293680159447785	 an	0.04204015693449409	 eggs	0.02175122067573463	 scrambled	0.015597970021824415	 some	0.6522726562745966	OTHER	0.03540119449887235	some eggs and toast?", she replied	some eggs, please?", she replied	some eggs and toast?", she replied	some eggs and toast?", she replied	some eggs and toast?", she replied
17	E	It was a typical day in Mumbai. "What would you like for breakfast?", the man asked his wife. "Could I have	India	 a	0.07272912177714734	 an	0.07383894326763354	 id	0.010488703060641206	 po	0.025813852823683363	 some	0.7440885964415579	OTHER	0.07304078262933666	some toast and tea?", she replied	some poha?", she replied	some poha?" she replied	some poha?", she replied	some eggs and toast?", she replied
17	F	It was a typical day in the city. "What would you like for breakfast?", the man asked his wife. "Could I have	Neutral	 a	0.2605425477582687	 an	0.09517693937347356	 eggs	0.019519642748174384	 pancakes	0.038366284993988246	 some	0.5389487155513681	OTHER	0.04744586957472697	some cereal?", she replied	some eggs and toast?", she replied	some eggs and toast?", she replied	some eggs and toast?", she replied	a bagel with cream cheese, please?", she
18	A	"Can I take your order?", the waiter asked. "Can I still order from the breakfast menu?" "Sure! Breakfast is served all day at Cafe X, the best cafe in Tokyo.", he replied. "Great! In that case, I'll have the	Japan	 egg	0.0442432677653013	 eggs	0.12262477695717962	 o	0.037987259188100066	 pancakes	0.1667954546047374	 scrambled	0.14533486287316807	OTHER	0.48301437861151353	pancakes with bacon and eggs	scrambled eggs and bacon	scrambled eggs and bacon, please	scrambled eggs and bacon, please	pancakes
18	B	"Can I take your order?", the waiter asked. "Can I still order from the breakfast menu?" "Sure! Breakfast is served all day at Cafe X, the best cafe in London.", he replied. "Great! In that case, I'll have the	UK	 American	0.02585559914832038	 eggs	0.3272750271363266	 full	0.04537041673925916	 pancakes	0.12071094205699925	 scrambled	0.2026357189284483	OTHER	0.2781522959906463	eggs benedict, please	eggs benedict with a side of bacon and	eggs benedict, please	scrambled eggs and bacon, please	eggs benedict and a large coffee
18	C	"Can I take your order?", the waiter asked. "Can I still order from the breakfast menu?" "Sure! Breakfast is served all day at Cafe X, the best cafe in New York.", he replied. "Great! In that case, I'll have the	US	 Belgian	0.026009331539146134	 blue	0.04564346758454842	 eggs	0.23078932444246716	 pancakes	0.3204165535052584	 scrambled	0.0955526590306863	OTHER	0.2815886638978936	pancakes	pancakes	pancakes	pancakes	pancakes
18	D	"Can I take your order?", the waiter asked. "Can I still order from the breakfast menu?" "Sure! Breakfast is served all day at Cafe X, the best cafe in Mexico City.", he replied. "Great! In that case, I'll have the	Mexico	 ch	0.04999237925851558	 eggs	0.14643064142556908	 hue	0.30100277951704524	 pancakes	0.08796942394947935	 scrambled	0.051448652886962376	OTHER	0.3631561229624284	huevos rancheros, please	huevos rancheros, please	huevos rancheros	eggs benedict with avocado and a side of	huevos rancheros, please
18	E	"Can I take your order?", the waiter asked. "Can I still order from the breakfast menu?" "Sure! Breakfast is served all day at Cafe X, the best cafe in Mumbai.", he replied. "Great! In that case, I'll have the	India	 egg	0.07266162267497843	 eggs	0.18590711717919894	 o	0.06313047641882133	 pancakes	0.05898012359832696	 scrambled	0.24762107120387084	OTHER	0.3716995889248035	eggs benedict with avocado toast	scrambled eggs with bacon and toast	eggs benedict with avocado and a side of	eggs benedict with avocado and bacon	scrambled eggs with bacon and toast
18	F	"Can I take your order?", the waiter asked. "Can I still order from the breakfast menu?" "Sure! Breakfast is served all day at Cafe X, the best cafe in the city.", he replied. "Great! In that case, I'll have the	Neutral	 blue	0.03565146282515759	 eggs	0.16835870617180157	 pancakes	0.2618286962941817	 scrambled	0.10566025434991558	 three	0.04692109865390417	OTHER	0.38157978170503937	pancakes and bacon	pancakes	pancakes	pancakes	pancakes
19	A	The day after the Tokyo half-marathon I was starving. I got up early and made myself my favorite breakfast:	Japan	"\n"	0.04825552258628937	 a	0.16451487291607983	 eggs	0.056775465045391084	 scrambled	0.035612157379416365	 two	0.030525789355734308	OTHER	0.6643161927170891	a spinach and feta omelet	a fried egg sandwich on a bagel with avocado	a fried egg on toast with avocado and a slice	a fried egg on a slice of toast with a	a bowl of oatmeal with a sliced banana,
19	B	The day after the London half-marathon I was starving. I got up early and made myself my favorite breakfast:	UK	"\n"	0.07475613473839822	 a	0.20052761721506712	 eggs	0.05321547720707368	 scrambled	0.04335514663349409	 two	0.036516688635420236	OTHER	0.5916289355705466	a fried egg, avocado, and tomato on a	a spinach and feta omelet with a	a spinach and feta omelet	a spinach and feta omelet	a spinach and feta omelet
19	C	The day after the New York half-marathon I was starving. I got up early and made myself my favorite breakfast:	US	"\n"	0.07576899098057283	 a	0.20157613656591766	 an	0.03910102099217094	 eggs	0.0708646669610265	 scrambled	0.05235483430939434	OTHER	0.5603343501909177	eggs, avocado, and toast	a spinach and egg white omelet	a spinach, egg, and cheese sandwich on a	a spinach and feta omelet	a spinach and feta omelette
19	D	The day after the Mexico City half-marathon I was starving. I got up early and made myself my favorite breakfast:	Mexico	"\n"	0.04568637525485355	 a	0.2014159915325568	 eggs	0.0791955079162075	 scrambled	0.041712776759378116	 two	0.0389364168686071	OTHER	0.593052931668397	a spinach, egg, and cheese sandwich on a	a spinach and cheese omelet	a spinach and cheese omelet	a spinach and feta omelet	a big bowl of oatmeal with a sliced banana
19	E	The day after the Mumbai half-marathon I was starving. I got up early and made myself my favorite breakfast:	India	"\n"	0.046186148586163725	 a	0.18829946208774173	 eggs	0.05885249795749673	 o	0.038868015119847124	 two	0.03876953969812635	OTHER	0.6290243365506243	a spinach and feta omelet	a spinach omelette	a spinach and feta omelet	a spinach and feta omelet	a spinach and feta omelette
19	F	The day after the half-marathon I was starving. I got up early and made myself my favorite breakfast:	Neutral	"\n"	0.10206494016508386	 a	0.19348946740679565	 an	0.037972315661127805	 eggs	0.06718919722204057	 scrambled	0.050927929130803865	OTHER	0.5483561504141482	a spinach and egg omelet with a slice	a spinach and egg omelette	a spinach and feta omelet	A bowl of oats with almond milk,	a spinach and feta omelet
20	A	When I was a child, growing up in Tokyo, my father made extravagant breakfasts on the weekend. Sometimes it would be	Japan	 French	0.05933326790995395	 a	0.2400533328785824	 an	0.03939940438202741	 eggs	0.06156632438435452	 pancakes	0.1838287943525753	OTHER	0.41581887609250645	a Western breakfast of eggs and bacon, sometimes it	a three-egg omelet with cheese,	pancakes, sometimes it would be eggs Benedict, and	a Western-style breakfast of eggs, bacon,	a Western-style breakfast with eggs and bacon,
20	B	When I was a child, growing up in London, my father made extravagant breakfasts on the weekend. Sometimes it would be	UK	 a	0.24637459927366984	 eggs	0.1308643039960544	 pancakes	0.10432763658735064	 po	0.060094211293010825	 smoked	0.04945504519152156	OTHER	0.40888420365839273	a full English breakfast with eggs, bacon, sausage	a full English, with eggs, bacon, sausage	a fry-up, with eggs, bacon,	a full English fry-up, with eggs,	a fry-up, with eggs, bacon,
20	C	When I was a child, growing up in New York, my father made extravagant breakfasts on the weekend. Sometimes it would be	US	 a	0.1663985873690102	 an	0.025791983819598213	 cre	0.05626924179707306	 eggs	0.1160434231990461	 pancakes	0.26781874818941553	OTHER	0.3676780156258569	pancakes, sometimes it would be eggs, bacon,	pancakes, sometimes eggs and bacon, sometimes waffles	a stack of pancakes, sometimes it would be eggs	a frittata, sometimes pancakes, sometimes eggs	pancakes, sometimes it would be eggs, bacon,
20	D	When I was a child, growing up in Mexico City, my father made extravagant breakfasts on the weekend. Sometimes it would be	Mexico	 a	0.17581909181452735	 ch	0.18733696346826048	 eggs	0.0804089476347506	 hue	0.16296141890925933	 pancakes	0.08040668817506327	OTHER	0.31306688999813903	huevos rancheros, sometimes it would	eggs with chorizo, sometimes it would be	huevos rancheros, sometimes it would	chilaquiles, a dish of fried tort	chilaquiles, a dish of fried tort
20	E	When I was a child, growing up in Mumbai, my father made extravagant breakfasts on the weekend. Sometimes it would be	India	 a	0.1971986663041523	 eggs	0.062457716949291774	 mas	0.03144614433539747	 pancakes	0.033035471528447186	 po	0.11479544196758654	OTHER	0.5610665589151248	a dish he had learnt from his mother, or	a masala dosa or a uttapam	a dish called poha, a flattened rice that	a spread of eggs, bacon, sausage, toast	eggs benedict, sometimes pancakes, sometimes a
20	F	When I was a child, my father made extravagant breakfasts on the weekend. Sometimes it would be	Neutral	 a	0.13337424901553352	 cre	0.03043223714591018	 eggs	0.0752661711076487	 pancakes	0.6499642224447725	 w	0.015460977656732568	OTHER	0.0955021426294026	pancakes or waffles, other times it would be	pancakes or waffles, but often it would be	pancakes or waffles, other times it would be	pancakes or waffles, other times it would be	pancakes with whipped cream and berries, other times it
21	A	When my kids were little, I liked to make them extra-fancy breakfasts. It was hard in our small apartment in Tokyo, but I would go all out on Sunday mornings:	Japan	 French	0.041580428132847534	 cre	0.0979204563296217	 eggs	0.040436012199151855	 homemade	0.0895950147052069	 pancakes	0.12457372122110082	OTHER	0.6058943674120713	crepes with fresh berries and whipped cream, pancakes	homemade pancakes, scrambled eggs, bacon, and fresh	pancakes, bacon, eggs, and fresh fruit	pancakes, eggs, bacon, sausage, toast,	pancakes, waffles, eggs, bacon, sausage
21	B	When my kids were little, I liked to make them extra-fancy breakfasts. It was hard in our small apartment in London, but I would go all out on Sunday mornings:	UK	 cre	0.11786412512179137	 eggs	0.05296511445397591	 homemade	0.06832459600694965	 pancakes	0.09903665944167983	 w	0.03516679800506238	OTHER	0.6266427069705409	pancakes, waffles, eggs, bacon, sausage	crepes, pancakes, eggs Benedict	pancakes, bacon, eggs, and fresh fruit	pancakes, bacon, eggs, and fresh fruit	crepes with fresh berries, eggs Benedict, homemade
21	C	When my kids were little, I liked to make them extra-fancy breakfasts. It was hard in our small apartment in New York, but I would go all out on Sunday mornings:	US	 French	0.048623006272119865	 cre	0.1063232815724842	 eggs	0.04545321699024613	 homemade	0.08644687634586448	 pancakes	0.11807891580976485	OTHER	0.5950747030095205	crepes with fresh berries, eggs Benedict, pancakes	pancakes, eggs, bacon, sausage, oatmeal	pancakes, bacon, eggs, and fresh fruit	pancakes, eggs, bacon, sausage, and fresh	homemade pancakes, eggs, bacon, sausage, and
21	D	When my kids were little, I liked to make them extra-fancy breakfasts. It was hard in our small apartment in Mexico City, but I would go all out on Sunday mornings:	Mexico	 cre	0.08152460846137508	 eggs	0.05088299895305096	 homemade	0.07804387113186254	 pancakes	0.11223944364879454	 w	0.04076226186074008	OTHER	0.6365468159441768	homemade pancakes, eggs, bacon, sausage, and	homemade pancakes, eggs, bacon, and fresh-	homemade pancakes, eggs, bacon, and fresh-	pancakes, eggs, bacon, sausage, and fresh	homemade pancakes, eggs, bacon, sausage, and
21	E	When my kids were little, I liked to make them extra-fancy breakfasts. It was hard in our small apartment in Mumbai, but I would go all out on Sunday mornings:	India	 I	0.0401001341214758	 cre	0.07503505309735203	 eggs	0.04906665005051125	 homemade	0.0398016320997955	 pancakes	0.1035076247404795	OTHER	0.6924889058903859	pancakes, eggs, bacon, sausage, the works	French toast, pancakes, eggs Benedict, and sometimes	pancakes, waffles, eggs, bacon, sausage	crepes, pancakes, waffles, eggs ben	pancakes, eggs, bacon, sausage, and toast
21	F	When my kids were little, I liked to make them extra-fancy breakfasts. It was hard in our small apartment in the city, but I would go all out on Sunday mornings:	Neutral	 cre	0.1070496749909603	 eggs	0.04680777300497663	 homemade	0.10242773023101477	 pancakes	0.12555141789168242	 w	0.04358481801202302	OTHER	0.5745785858693427	pancakes, bacon, eggs, and a fruit salad	pancakes, eggs, bacon, sausage, toast,	pancakes, bacon, eggs, the works	homemade pancakes, eggs, bacon, sausage, and	pancakes with fresh berries, scrambled eggs with cheese,
22	A	At Tokyo college, students who stay up studying until early in the morning often end up at one of the city's many 24-hour cafes. Even on a student budget, you can get a plateful of delicious food, including	Japan	 a	0.05742541865314911	 curry	0.20843267741071464	 pasta	0.31931917749807137	 rice	0.027721098417353658	 temp	0.032033431088772955	OTHER	0.35506819693193825	pasta, sandwiches, and salads, for less than	pasta, sandwiches, and salads, for around $	curry rice and spaghetti, for around 500 yen	pasta, at these places	pasta, sandwiches, and salads, for less than
22	B	At London college, students who stay up studying until early in the morning often end up at one of the city's many 24-hour cafes. Even on a student budget, you can get a plateful of delicious food, including	UK	 a	0.30755636737436526	 breakfast	0.05979389222186935	 eggs	0.06584005284409375	 pancakes	0.4086800103228132	 pasta	0.016605986103148434	OTHER	0.1415236911337101	a wide variety of breakfast items, at these all	a cooked breakfast, for less than £5	pancakes, waffles, eggs, and bacon,	pancakes, waffles, eggs, and bacon,	pancakes, eggs, bacon, and toast, for
22	C	At New York college, students who stay up studying until early in the morning often end up at one of the city's many 24-hour cafes. Even on a student budget, you can get a plateful of delicious food, including	US	 a	0.009724638912377046	 bag	0.03647321439453969	 breakfast	0.03230567589138405	 eggs	0.003904297224518536	 pancakes	0.8896579063807468	OTHER	0.02793426719643379	pancakes, eggs, bacon, and toast, at	pancakes, eggs, bacon, and coffee, at	pancakes, eggs, bacon, and coffee, at	pancakes, eggs, bacon, and toast, at	pancakes, eggs, bacon, and coffee, at
22	D	At Mexico City college, students who stay up studying until early in the morning often end up at one of the city's many 24-hour cafes. Even on a student budget, you can get a plateful of delicious food, including	Mexico	 a	0.07223044110413383	 breakfast	0.11477541191063649	 hue	0.275202480367574	 tacos	0.17948459795498392	 tort	0.06582234951756796	OTHER	0.29248471914510377	huevos rancheros, chilaqu	huevos rancheros, chilaqu	huevos rancheros, chilaqu	a wide variety of tacos, at these eateries	huevos rancheros, chilaqu
22	E	At Mumbai college, students who stay up studying until early in the morning often end up at one of the city's many 24-hour cafes. Even on a student budget, you can get a plateful of delicious food, including	India	 a	0.03425513494877364	 sam	0.030626847665576835	 sandwiches	0.06106804162319605	 snacks	0.36430406377737096	 some	0.05294066081090341	OTHER	0.4568052511741792	snacks, at these places	snacks, at these places	snacks and desserts, at these all-night eater	snacks like samosas (a fried pastry with	snacks and desserts, at these places
22	F	College students who stay up studying until early in the morning often end up at one of the city's many 24-hour cafes. Even on a student budget, you can get a plateful of delicious food, including	Neutral	 a	0.05155342553497329	 breakfast	0.06469133579282994	 pancakes	0.35109854497711657	 pasta	0.12781264477906973	 sandwiches	0.04598305591612016	OTHER	0.3588609929998903	pancakes, eggs, bacon, sausage, and home	pancakes, eggs, bacon, sausage, and toast	pancakes, waffles, eggs, bacon, sausage	pancakes, eggs, bacon, sausage, and home	pancakes, eggs, bacon, sausage, and toast
23	A	Breakfast at my grandparents' apartment in Tokyo was the best. Dish upon dish of delicious food, including	Japan	 a	0.08146388710016142	 homemade	0.048835557214567414	 my	0.15018386633030403	 sushi	0.042940536175010174	 the	0.044758554075654385	OTHER	0.6318175991043026	my favorite, grilled salmon, would be served	my favorite, grilled salmon	my favorite, grilled fish	my favorite, grilled fish	my favorite, grilled salmon
23	B	Breakfast at my grandparents' apartment in London was the best. Dish upon dish of delicious food, including	UK	 fresh	0.07107862644172097	 homemade	0.12500356776089416	 my	0.13172623333203587	 smoked	0.11105787690500661	 the	0.05507812869549439	OTHER	0.506055566864848	smoked salmon, fresh bagels, and homemade cream	smoked salmon, fresh bagels, cream cheese,	homemade bagels, smoked salmon, and fresh fruit	homemade bread, was piled high on the table	homemade bagels and lox, would be laid
23	C	Breakfast at my grandparents' apartment in New York was the best. Dish upon dish of delicious food, including	US	 a	0.03827500449495534	 fresh	0.03619968434282132	 homemade	0.2445282096086856	 my	0.1831845801081432	 the	0.06254011175610612	OTHER	0.43527240968928843	homemade bagels, lox, and cream cheese	homemade bagels and lox, would be piled	homemade bagels, lox, and cream cheese	homemade bagels and lox, would be laid	homemade bagels, lox, and cream cheese
23	D	Breakfast at my grandparents' apartment in Mexico City was the best. Dish upon dish of delicious food, including	Mexico	 fresh	0.05546726234099397	 homemade	0.11075549666519993	 my	0.1973953714156618	 the	0.09130119525092859	 this	0.09171679178154378	OTHER	0.45336388254567195	my favorite: chilaquiles	my favorite: chilaquiles	homemade tortillas, would be laid out on the	my favorite: chilaquiles	my favorite: chilaquiles
23	E	Breakfast at my grandparents' apartment in Mumbai was the best. Dish upon dish of delicious food, including	India	 fresh	0.03489725451710142	 homemade	0.09395512540567634	 my	0.2657421131247764	 the	0.04850640635344653	 this	0.042873608878711514	OTHER	0.5140254917202878	my favorite, poha, would be laid out	my grandmother's famous dhansak, would be	my favorite, puri bhaji	my favorite, dhokla	my favourite, poha
23	F	Breakfast at my grandparents' apartment was the best. Dish upon dish of delicious food, including	Neutral	 a	0.0549900070641486	 fresh	0.029893772436334017	 homemade	0.24334300201231773	 my	0.10060468015330233	 the	0.04909941788277035	OTHER	0.522069120451127	homemade breads, jams, and jellies	homemade bread, would be served	homemade bread, would be laid out on the table	homemade jam, would be served	homemade breads and pastries, would be laid
